,Address,Fire alarm
2657,402 LIBERTY St,1
2658,403 BEAR St,1
2659,403 BROOKFORD Rd,1
2660,403 HOWARD St,2
2661,403 ROWLAND St,1
2662,403 SMALL Rd,5
2663,403 TOMPKINS St,1
2664,404 GREENWOOD Pl,1
2665,404 S ALVORD St,1
2666,404 SCOVILLE Ave,1
2667,404 SMITH St,1
2668,404 UNION Pl,1
2669,404 UNIVERSITY Ave,9
2670,404 UNIVERSITY Pl,1
2671,404 W OSTRANDER Ave,1
2672,405 E DIVISION St,1
2673,405 GIFFORD St,2
2674,405 HIAWATHA Blvd E,2
2675,405 N LOWELL Ave,1
2676,405 POND St,2
2677,405 ROOSEVELT Ave,1
2678,405 SMALL Rd,5
2679,405 STOLP Ave,1
2680,405 TEMPLE St,1
2681,405 TURTLE St,1
2682,405 UNIVERSITY Pl,5
2683,405 WENDELL Ter,1
2684,406 BUTTERNUT St,2
2685,406 ELM St,1
2686,406 JOHN St,1
2687,406 N GEDDES St,2
2688,406 OAKWOOD Ave,1
2689,406 ONONDAGA Ter,1
2690,406 POND St,1
2691,406 VILLAGE Dr,1
2692,407 ARTHUR St,1
2693,407 E COLVIN St,1
2694,407 HOWARD St,1
2695,407 MELROSE Ave,1
2696,407 S STATE St,1
2697,407 SMALL Rd,14
2698,407 STOLP Ave,3
2699,407 TEMPLE St,2
2700,407 W OSTRANDER Ave,1
2701,408 ONONDAGA Ter,1
2702,408 SHUART Ave,1
2703,409 KIRKPATRICK St,1
2704,409 LAFORTE Ave,1
2705,409 PLEASANTVIEW Ave,1
2706,409 SCHUYLER St,1
2707,409 SEELEY Rd,1
2708,409 SMALL Rd,5
2709,410 CHERRY St,1
2710,410 CRADDOCK St,1
2711,410 DANFORTH St,1
2712,410 LAMBRETH Ln,2
2713,410 N GEDDES St,1
2714,410 S CLINTON St,1
2715,410 S CROUSE Ave,3
2716,410 W ONONDAGA St,1
2717,4101 BRIGHTON Pl,1
2718,4101 E GENESEE St,52
2719,411 CRADDOCK St,1
2720,411 DELAWARE St,1
2721,411 ELLIS St,1
2722,411 LAMBRETH Ln,1
2723,411 MONTGOMERY St,1
2724,411 N SALINA St,4
2725,411 SMALL Rd,6
2726,411 W LAFAYETTE Ave,1
2727,411 W OSTRANDER Ave,1
2728,412 CANNON St,1
2729,412 DELAWARE St,1
2730,412 GLENWOOD Ave,2
2731,412 HAWLEY Ave,1
2732,412 RICH St,1
2733,413 MITCHELL Ave,1
2734,413 POND St,4
2735,413 S ALVORD St,1
2736,413 SMALL Rd,4
2737,413 WESTCOTT St,1
2738,414 ASH St,1
2739,414 BARNES Ave,1
2740,414 POND St,1
2741,414 STOLP Ave,1
2742,414 W TAYLOR St,1
2743,4141 S SALINA St,1
2744,415 BRATTLE Rd,1
2745,415 SMALL Rd,12
2746,416 ACADEMY Pl,3
2747,416 E RAYNOR Ave,5
2748,416 GRANT Blvd,1
2749,416 ROOSEVELT Ave,1
2750,416 W SENECA Tpke,1
2751,416 WHEATON Rd,1
2752,416 WHITTIER Ave,2
2753,416 WILLUMAE Dr,1
2754,417 CHURCHILL Ave,60
2755,417 COMSTOCK Ave,5
2756,417 E CHURCHILL Ave,1
2757,417 LATTER Dr,1
2758,417 RICHMOND Ave,1
2759,417 S ALVORD St,1
2760,417 S EDWARDS Ave,1
2761,417 WYOMING St,1
2762,418 BOYDEN St,1
2763,418 DELAWARE St,2
2764,418 FABIUS St,14
2765,418 MERRIMAN Ave,2
2766,418 PEARL St,1
2767,418 SENECA Dr,1
2768,419 MOSLEY Dr,1
2769,419 NORTH Ave,1
2770,419 RICHMOND Ave,3
2771,419 S BEECH St,1
2772,419 S WILBUR Ave,1
2773,419 WYOMING St,1
2774,419.5 CHERRY St,1
2775,420 BUTTERNUT St,1
2776,420 CHEMUNG St,1
2777,420 E GENESEE St,1
2778,420 JOHN St,2
2779,420 RICH St,1
2780,420 W OSTRANDER Ave,1
2781,421 CROSSETT St,2
2782,421 KIRKPATRICK St,1
2783,421 MONTGOMERY St,5
2784,421 RICH St,1
2785,421 TENNYSON Ave,1
2786,422 DEWITT St,1
2787,422 SEELEY Rd,1
2788,422 THURBER St,1
2789,422 W ONONDAGA St,2
2790,4220 S SALINA St,2
2791,423 WHITTIER Ave,1
2792,424 RICH St,1
2793,424 RIDGEWOOD Dr,1
2794,424 SALT SPRINGS Rd,1
2795,424 SUNSET Ave,1
2796,424 WESTCOTT St,1
2797,425 GIFFORD St,1
2798,425 S ALVORD St,1
2799,425 SOLAR St,1
2800,425 WOLF St,3
2801,426 BEATTIE St,1
2802,426 N FRANKLIN St,1
2803,426 PARK Ave,3
2804,426 SHONNARD St,2
2805,427 TOMPKINS St,1
2806,427 TULLY St,11
2807,428 DELAWARE St,1
2808,428 S ALVORD St,6
2809,428 SEYMOUR St,1
2810,429 GIFFORD St,7
2811,429 N FRANKLIN St,1
2812,430 ELLIS St,1
2813,430 LODI St,1
2814,430 MONTICELLO Dr N,1
2815,431 HAWLEY Ave,1
2816,431 N SALINA St,1
2817,431 ROBERTS Ave,2
2818,432 HUBBELL Ave,1
2819,432 TULLY St,2
2820,4320 S SALINA St,4
2821,4325 S SALINA St,4
2822,433 ELM St,2
2823,433 S MIDLER Ave,1
2824,433 SEYMOUR St,2
2825,434 DOUGLAS St,2
2826,434 WESTMORELAND Ave,1
2827,4340 S SALINA St,9
2828,4341 S SALINA St,1
2829,435 HILLSDALE Ave,1
2830,435 N SALINA St,1
2831,436 LODI St,2
2832,437 COLUMBUS Ave,1
2833,437 JAMES St,1
2834,437 VALLEY Dr,1
2835,439 JAMESVILLE Ave,1
2836,440 BRYANT Ave,1
2837,440 IRVING Ave,1
2838,440 S WARREN St,2
2839,440 WESTCOTT St,1
2840,4406 S SALINA St,1
2841,441 LAMBRETH Ln,1
2842,441 S SALINA St,19
2843,441 W ONONDAGA St,2
2844,4413 S SALINA St,1
2845,442 S ALVORD St,1
2846,442 WILKINSON St,1
2847,444 KIRK Ave,1
2848,444 S MIDLER Ave,1
2849,444 S SALINA St,1
2850,4445 S SALINA St,3
2851,445 IRVING Ave,1
2852,446 WILKINSON St,1
2853,446 WOODRUFF Ave,1
2854,447 CLOVER RIDGE Dr,1
2855,447 S SALINA St,2
2856,448 E BRIGHTON Ave,2
2857,448 HAWLEY Ave,3
2858,448 WENDELL Ter,1
2859,449 LILLIAN Ave,1
2860,449 WOODBINE Ave,1
2861,450 DURSTON Ave,1
2862,450 KIMBER Rd,2
2863,450 S SALINA St,1
2864,450 TRACY St,5
2865,4506 S SALINA St,2
2866,451 LILLIAN Ave,2
2867,451 MIDLAND Ave,1
2868,452 COLUMBUS Ave,1
2869,452 GRANT Blvd,1
2870,452 KIRK Ave,1
2871,452 RIDGEWOOD Dr,1
2872,453 ELLIS St,1
2873,453 WESTCOTT St,1
2874,454 CORTLAND Ave,1
2875,454 JAMES St,1
2876,454 TALLMAN St,1
2877,455 WESTMORELAND Ave,1
2878,457 JAMES St,1
2879,459 PULASKI St,11
2880,460 ALLEN St,1
2881,460 LILLIAN Ave,8
2882,460 MIDLAND Ave,1
2883,460 N FRANKLIN St,2
2884,460 WHITTIER Ave,1
2885,460 WINDING RIDGE Rd,1
2886,461 LILLIAN Ave,1
2887,462 TALLMAN St,1
2888,4624 ONONDAGA Blvd,4
2889,463 HICKOK Ave,1
2890,463 S SALINA St,1
2891,466 N SALINA St,6
2892,467 LILLIAN Ave,1
2893,467 VAN BUREN St,1
2894,469 JAMES St,1
2895,469 MIDLAND Ave,1
2896,47 OLD LIVERPOOL RD FROM NB I 81 Ramp,1
2897,470 WHITTIER Ave,1
2898,4712 S SALINA St,2
2899,472 S SALINA St,4
2900,4722 ONONDAGA Blvd,7
2901,473 STAFFORD Ave,1
2902,474 E BRIGHTON Ave,2
2903,474 E SENECA Tpke,1
2904,475 IRVING Ave,2
2905,4751 ONONDAGA Blvd,1
2906,477 JAMES St,9
2907,480 JAMES St,2
2908,4810 S SALINA St,1
2909,4837 S SALINA St,8
2910,484 S SALINA St,1
2911,4845 S SALINA St,1
2912,4862 S SALINA St,2
2913,488 W ONONDAGA St,1
2914,4880 ONONDAGA Rd,1
2915,489 JAMES St,1
2916,492 HIAWATHA Blvd W,1
2917,493 BRATTLE Rd,2
2918,498 HIAWATHA Blvd W,1
2919,499 KIRK Ave,1
2920,499 S WARREN St,1
2921,5 NURSERY Ln,1
2922,50 PRESIDENTIAL Plz,8
2923,500 BARNES Ave,1
2924,500 BRATTLE Rd,1
2925,500 BROOKFORD Rd,3
2926,500 BUTTERNUT St,2
2927,500 CORTLAND Ave,1
2928,500 DANFORTH St,1
2929,500 ERIE Blvd E,1
2930,500 ERIE Blvd W,1
2931,500 HARRISON St,10
2932,500 HAWLEY Ave,1
2933,500 OAKWOOD Ave,1
2934,500 PLYMOUTH Dr,1
2935,500 S FRANKLIN St,2
2936,500 S SALINA St,3
2937,500 SUMMIT Ave,1
2938,500 UNIVERSITY Pl,3
2939,500 W FAYETTE St,1
2940,500 WADSWORTH St,7
2941,500BLK GIFFORD St,1
2942,501 BROOKFORD Rd,2
2943,501 BURNET Ave,2
2944,501 ONONDAGA Ave,1
2945,501 OSWEGO St,1
2946,501 PACIFIC Ave,1
2947,501 PARK St,3
2948,501 S CROUSE Ave,77
2949,501 SALT SPRINGS Rd,2
2950,501 TULLY St,3
2951,501 W GENESEE St,1
2952,5018 S SALINA St,2
2953,502 DANFORTH St,1
2954,502 E DIVISION St,1
2955,502 HIXSON Ave,1
2956,502 N TOWNSEND St,1
2957,502 PARK St,1
2958,502 TENNYSON Ave,1
2959,502 ULSTER St,1
2960,502 UNIVERSITY Ave,2
2961,502 WOLF St,6
2962,503 HIAWATHA Blvd E,1
2963,503 JOHN St,1
2964,503 MYRTLE St,1
2965,503 VINE St,2
2966,504 DELAWARE St,6
2967,504 ROWLAND St,1
2968,504 SPRING St,1
2969,504 W BRIGHTON Ave,10
2970,504 W OSTRANDER Ave,1
2971,504 WILKINSON St,1
2972,504 WOODBINE Ave,1
2973,505 BELLEVUE Ave,1
2974,505 BURNET Ave,1
2975,505 COMSTOCK Ave,20
2976,505 GLENWOOD Ave,1
2977,505 HAWLEY Ave,1
2978,505 IRVING Ave,1
2979,505 PACIFIC Ave,1
2980,505 WILLIS Ave,1
2981,505 WOLCOTT Ave,1
2982,505 WOLF St,1
2983,506 BEAR St,1
2984,506 BELLEVUE Ave,1
2985,506 N TOWNSEND St,1
2986,506 SUNNYCREST Rd,1
2987,507 JOHN St,2
2988,507 KIRKPATRICK St,1
2989,507 PLUM St,2
2990,507 S EDWARDS Ave,1
2991,507 TURTLE St,1
2992,507 UNIVERSITY Ave,1
2993,507 WILKINSON St,1
2994,508 BOYDEN St,3
2995,508 WILKINSON St,2
2996,508 WOLF St,1
2997,509 TURTLE St,1
2998,509 UNIVERSITY Ave,1
2999,509 W ONONDAGA St,4
3000,510 KIRKPATRICK St,1
3001,510 N TOWNSEND St,5
3002,510 ONEIDA St,7
3003,510 W OSTRANDER Ave,1
3004,510 WESTCOTT St,1
3005,511 BUTTERNUT St,8
3006,511 DANFORTH St,1
3007,511 HILLSBORO Pkwy,1
3008,511 N STATE St,1
3009,511 S STATE St,2
3010,511 SKYTOP Rd,2
3011,512 CANNON St,1
3012,512 E LAUREL St,1
3013,512 EMERSON Ave,3
3014,512 HIGHLAND St,1
3015,512 LEMOYNE Ave,9
3016,512 SEDGWICK Dr,1
3017,512 SEELEY Rd,1
3018,513 CLARENDON St,1
3019,513 E LAUREL St,1
3020,513 HICKORY St,2
3021,513 N SALINA St,1
3022,513 N STATE St,2
3023,513 POND St,1
3024,514 ATLANTIC Ave,1
3025,514 BEATTIE St,2
3026,514 BRATTLE Rd,1
3027,514 DAKIN St,1
3028,514 DANFORTH St,2
3029,514 EUCLID Ave,1
3030,514 HIGHLAND St,3
3031,514 MARCELLUS St,2
3032,514 PLUM St,1
3033,514 POND St,1
3034,514 STATE FAIR Blvd,1
3035,514 W GENESEE St,1
3036,514 WALNUT Ave,1
3037,514 WOLF St,2
3038,515 CARBON St,1
3039,515 COLUMBUS Ave,2
3040,515 FABIUS St,2
3041,515 GRAND Ave,2
3042,515 HIGHLAND St,1
3043,515 MONTGOMERY St,2
3044,515 OAKWOOD Ave,1
3045,515 S MIDLER Ave,1
3046,515 SALT SPRINGS Rd,1
3047,515 TENNYSON Ave,1
3048,515 TULLY St,1
3049,516 CARBON St,1
3050,516 HAWLEY Ave,1
3051,516 OTISCO St,2
3052,516 S MIDLER Ave,1
3053,517 HICKOK Ave,1
3054,517 MOSLEY Dr,1
3055,517 MOUNTAINVIEW Ave,1
3056,518 JAMES St,6
3057,518 N STATE St,5
3058,518 TOMPKINS St,1
3059,519 BURNET Ave,1
3060,519 EUCLID Ave,1
3061,519 N SALINA St,1
3062,520 DURSTON Ave,1
3063,520 EUCLID Ave,1
3064,520 SALT SPRINGS Rd,2
3065,521 GARFIELD Ave,1
3066,521 PACIFIC Ave,1
3067,521 POND St,3
3068,521 S WILBUR Ave,1
3069,521 SEYMOUR St,1
3070,521 STAFFORD Ave,1
3071,521 W COLVIN St,1
3072,522 ONEIDA St,3
3073,522 W ONONDAGA St,2
3074,5226 S SALINA St,1
3075,523 GIFFORD St,1
3076,524 COURT St,1
3077,524 HIXSON Ave,1
3078,524 S MIDLER Ave,1
3079,524 TOMPKINS St,1
3080,524 WESTCOTT St,1
3081,525 OAK St,1
3082,526 BEATTIE St,1
3083,526 CADILLAC St,1
3084,526 GIFFORD St,3
3085,526 WESTCOTT St,1
3086,527 N GEDDES St,1
3087,527 SEYMOUR St,1
3088,528 ERIE Blvd W,1
3089,528 PLUM St,1
3090,529 N SALINA St,5
3091,529 PARK Ave,1
3092,530 BUCKINGHAM Ave,1
3093,530 STOLP Ave,2
3094,5300BLK S SALINA St,1
3095,531 ROBERTS Ave,2
3096,532 GIFFORD St,3
3097,533 MOSLEY Dr,1
3098,534 ELM St,1
3099,535 CARBON St,1
3100,536 BOYDEN St,3
3101,536 COLUMBUS Ave,1
3102,536 RICHMOND Ave,1
3103,537 MOSLEY Dr,1
3104,537 SALT SPRINGS Rd,2
3105,538 CORTLAND Ave,1
3106,538 ERIE Blvd W,4
3107,538 NOTTINGHAM Rd,1
3108,541 GIFFORD St,1
3109,5428 S SALINA St,1
3110,543 CUMBERLAND Ave,1
3111,544 VALLEY Dr,1
3112,545 N SALINA St,1
3113,545 SOUTH Ave,1
3114,547 VALLEY Dr,2
3115,548 CLARENDON St,1
3116,549 N BURNET Ave,1
3117,550 E GENESEE St,1
3118,550 HARRISON St,4
3119,550 S CLINTON St,60
3120,552 SEYMOUR St,1
3121,553 N SALINA St,1
3122,554 COLUMBUS Ave,1
3123,554 W COLVIN St,1
3124,555 S STATE St,14
3125,5570 S SALINA St,1
3126,560 DELAWARE St,1
3127,5617 S SALINA St,1
3128,564 WESTMORELAND Ave,1
3129,5672 ROCK CUT Rd,1
3130,571 VALLEY Dr,1
3131,572 WESTMORELAND Ave,2
3132,577 E SENECA Tpke,1
3133,580 S SALINA St,2
3134,585 N TOWNSEND St,1
3135,5863 THOMPSON Rd,4
3136,588 DELAWARE St,1
3137,5894 THOMPSON Rd,1
3138,59 COURT ST TO NB I 81 Ramp,1
3139,5909 THOMPSON Rd,1
3140,592 SOLAR St,1
3141,598 NB WEST STREET ARTERIAL,1
3142,599 S SALINA St,3
3143,6 KINGSLEY Pl,3
3144,60 PRESIDENTIAL Plz,9
3145,600 BEAR St,1
3146,600 COURT St,2
3147,600 CRADDOCK St,2
3148,600 JAMES St,18
3149,600 MADISON St,1
3150,600 ROBINSON St,5
3151,600 S STATE St,2
3152,600 S WARREN St,5
3153,600 S WILBUR Ave,1
3154,600 W ONONDAGA St,1
3155,601 BUTTERNUT St,1
3156,601 COMSTOCK Ave,31
3157,601 E GENESEE St,1
3158,601 ERIE Blvd W,1
3159,601 EUCLID Ave,1
3160,601 IRVING Ave,1
3161,601 S CROUSE Ave,1
3162,601 S SALINA St,1
3163,601 S STATE St,1
3164,601 S WEST St,1
3165,601 W FAYETTE St,1
3166,602 ULSTER St,1
3167,604 ARTHUR St,1
3168,604 BURNET Ave,1
3169,604 N SALINA St,1
3170,604 WALNUT Ave,1
3171,605 BEAR St,1
3172,605 CATHERINE St,1
3173,605 CHARMOUTH Dr,1
3174,605 W GENESEE St,3
3175,605 WOLCOTT Ave,1
3176,606 BURNET Ave,2
3177,606 BUTTERNUT St,3
3178,606 CRAWFORD Ave,1
3179,606 LEMOYNE Ave,1
3180,606 N MCBRIDE St,1
3181,606 N TOWNSEND St,3
3182,606 RICHMOND Ave,1
3183,606 SECOND NORTH St,2
3184,607 BEAR St,2
3185,607 COURT St,1
3186,607 DEMONG Dr,1
3187,608 DANFORTH St,1
3188,608 HAWLEY Ave,2
3189,608 LODI St,1
3190,608 SECOND NORTH St,3
3191,609 POND St,1
3192,609 ROBINSON St,1
3193,609 STOLP Ave,1
3194,610 COURT St,1
3195,610 LEMOYNE Ave,1
3196,610 MADISON St,1
3197,610 ONEIDA St,1
3198,611 COURT St,3
3199,611 DEMONG Dr,1
3200,611 HICKORY St,3
3201,611 OTISCO St,1
3202,611 PLYMOUTH Dr,4
3203,611 S BEECH St,1
3204,611 SOUTH Ave,2
3205,611.5 COURT St,1
3206,612 HELEN St,1
3207,613 SECOND NORTH St,2
3208,613 WOLF St,1
3209,614 HAWLEY Ave,1
3210,614 S CROUSE Ave,8
3211,614 S SALINA St,7
3212,615 ASH St,1
3213,615 ERIE Blvd W,1
3214,615 JAMES St,2
3215,615 SECOND NORTH St,1
3216,615 W ONONDAGA St,2
3217,616 CATHERINE St,1
3218,616 DAKIN St,1
3219,616 TEALL Ave,1
3220,617 CATHERINE St,1
3221,617 E DIVISION St,1
3222,617 LODI St,1
3223,617 N SALINA St,1
3224,618 CATHERINE St,3
3225,618 KIRKPATRICK St,1
3226,618 MONTGOMERY St,1
3227,618 PARK Ave,1
3228,618 WOLF St,1
3229,619 COMSTOCK Ave,4
3230,619 SECOND NORTH St,1
3231,620 CARBON St,1
3232,620 E DIVISION St,1
3233,620 ERIE Blvd W,7
3234,620 MADISON St,2
3235,620 S GEDDES St,1
3236,620 ULSTER St,1
3237,621 DEWITT St,2
3238,621 E BRIGHTON Ave,2
3239,621 S WEST St,2
3240,621 SKYTOP Rd,1
3241,621 WALNUT Ave,7
3242,622 BEATTIE St,1
3243,622 E DIVISION St,7
3244,622 HAMILTON St,1
3245,622 JAMES St,5
3246,622 SUNNYCREST Rd,1
3247,623 BUTTERNUT St,12
3248,623 HAWLEY Ave,1
3249,623 PARK St,1
3250,623 WOLF St,1
3251,624 AUDUBON Pkwy,1
3252,624 BARNES Ave,1
3253,624 TEALL Ave,2
3254,625 WOLF St,1
3255,626 VINE St,1
3256,627 CANNON St,1
3257,627 E WILLOW St,1
3258,627 GIFFORD St,1
3259,627 PARK Ave,1
3260,628 BARNES Ave,1
3261,629 CATHERINE St,1
3262,630 W ONONDAGA St,3
3263,632 HELEN St,1
3264,633 E SENECA Tpke,1
3265,635 E SENECA Tpke,2
3266,635 JAMES St,1
3267,635 MADISON St,1
3268,636 CARBON St,1
3269,636 PARK Ave,2
3270,638 BURNET Ave,1
3271,638 E DIVISION St,1
3272,639 HELEN St,1
3273,640 GIFFORD St,1
3274,640 MYRTLE St,1
3275,640 SKYTOP Rd,2
3276,640 W ONONDAGA St,5
3277,643 PARK Ave,3
3278,643 WESTMORELAND Ave,1
3279,644 E DIVISION St,1
3280,644 FELLOWS Ave,2
3281,644 SALISBURY PARK Dr,4
3282,647 GENANT Dr,1
3283,647 MIDLAND Ave,1
3284,649 BALLANTYNE Rd,1
3285,649 N SALINA St,4
3286,65 ONONDAGA LAKE PKWY TO PARK ST Ramp,1
3287,650 S SALINA St,1
3288,652 HELEN St,1
3289,655 E DIVISION St,1
3290,659 E DIVISION St,1
3291,659 WESTMORELAND Ave,1
3292,670 MADISON St,1
3293,677 W ONONDAGA St,2
3294,679 ALLEN St,1
3295,679 S MIDLER Ave,1
3296,68 WEST ST FROM EB I 690 Ramp,1
3297,680 S SALINA St,2
3298,681 W ONONDAGA St,5
3299,683 E SENECA Tpke,1
3300,685 E SENECA Tpke,2
3301,685 HIAWATHA Blvd W,3
3302,685 W ONONDAGA St,1
3303,686 W ONONDAGA St,1
3304,689 N CLINTON St,5
3305,7 ACADEMY GREEN,1
3306,7 CENTENNIAL Dr,6
3307,7 WILL Ct,1
3308,700 E BRIGHTON Ave,29
3309,700 FIRST NORTH St,2
3310,700 IVY RIDGE Rd,1
3311,700 N MCBRIDE St,1
3312,700 N SALINA St,2
3313,700 OSWEGO St,1
3314,700 POND St,1
3315,700 S CROUSE Ave,2
3316,700 S SALINA St,25
3317,700 UNIVERSITY Ave,2
3318,700 W ONONDAGA St,1
3319,700BLK CATHERINE St,1
3320,700BLK LEMOYNE Ave,1
3321,701 BUTTERNUT St,2
3322,701 CATHERINE St,1
3323,701 E GENESEE St,17
3324,701 ERIE Blvd E,4
3325,701 HICKORY St,1
3326,701 HIGHLAND St,1
3327,701 IRVING Ave,1
3328,701 S CROUSE Ave,7
3329,702 DANFORTH St,1
3330,702 S BEECH St,2
3331,703 LODI St,1
3332,703 W ONONDAGA St,4
3333,703 WALNUT Ave,4
3334,703.5 WALNUT Ave,2
3335,704 MOUNTAINVIEW Ave,1
3336,704 WADSWORTH St,6
3337,705 ASH St,2
3338,705 BELLEVUE Ave,1
3339,705 POND St,1
3340,705 SPRING St,1
3341,705 VELASKO Rd,1
3342,705 WALNUT Ave,2
3343,706 BARNES Ave,1
3344,706 N ALVORD St,1
3345,706 N CLINTON St,4
3346,706 S BEECH St,1
3347,706 SUMMIT Ave,1
3348,707 ASH St,4
3349,707 DANFORTH St,1
3350,707 LEMOYNE Ave,1
3351,707 LODI St,1
3352,707 SEELEY Rd,1
3353,708 JAMES St,12
3354,708 MARYLAND Ave,1
3355,708 MILTON Ave,1
3356,708 N MCBRIDE St,1
3357,709 ERIE Blvd W,2
3358,709 HIGHLAND St,1
3359,709 SECOND NORTH St,1
3360,709 SOUTH Ave,1
3361,71 N GEDDES ST TO EB I 690 Ramp,1
3362,710 E BRIGHTON Ave,20
3363,710 EMERSON Ave,4
3364,710 HAWLEY Ave,3
3365,710 LODI St,12
3366,710 N ALVORD St,1
3367,710 OAK St,2
3368,710 PARK St,1
3369,710 SECOND NORTH St,1
3370,711 ALLEN St,1
3371,711 COMSTOCK Ave,3
3372,711 E LAUREL St,1
3373,711 EMERSON Ave,5
3374,712 E FAYETTE St,1
3375,712 LODI St,14
3376,712 N ALVORD St,1
3377,712 OAK St,1
3378,712 W COLVIN St,1
3379,713 CATHERINE St,1
3380,713 E GENESEE St,2
3381,713 HICKORY St,2
3382,713 LODI St,1
3383,713 MARCELLUS St,2
3384,713 OAK St,2
3385,713 WINTON St,1
3386,714 E BRIGHTON Ave,3
3387,714 HICKORY St,2
3388,714 N TOWNSEND St,1
3389,714 S BEECH St,2
3390,714 SECOND NORTH St,1
3391,714 SPRING St,2
3392,714 W ONONDAGA St,2
3393,715 DANFORTH St,1
3394,715 EMERSON Ave,1
3395,715 GLENWOOD Ave,1
3396,715 LANCASTER Ave,1
3397,715 LODI St,1
3398,715 WINTON St,1
3399,716 E WASHINGTON St,4
3400,716 JAMES St,1
3401,716 W BRIGHTON Ave,1
3402,717 KIRKPATRICK St,1
3403,717 N ALVORD St,1
3404,718 TULLY St,1
3405,719 BEAR St,2
3406,719 HICKORY St,1
3407,719 IRVING Ave,2
3408,719 VALLEY Dr,1
3409,72 NB I 81 TO EB I 690,1
3410,720 HICKORY St,5
3411,720 POND St,1
3412,720 S GEDDES St,1
3413,720 UNIVERSITY Ave,2
3414,721 COMSTOCK Ave,2
3415,721 HAZELWOOD Ave,1
3416,721 IRVING Ave,1
3417,721 LANCASTER Ave,1
3418,721 SEELEY Rd,1
3419,721 UNIVERSITY Ave,1
3420,722 LEMOYNE Ave,2
3421,723 W ONONDAGA St,5
3422,723 WADSWORTH St,2
3423,723 WESTCOTT St,2
3424,724 BUTTERNUT St,1
3425,725 E FAYETTE St,2
3426,725 HARRISON St,1
3427,725 IRVING Ave,1
3428,727 COMSTOCK Ave,14
3429,729 CRAWFORD Ave,1
3430,729 LIVINGSTON Ave,1
3431,730 LEMOYNE Ave,1
3432,730 S CROUSE Ave,1
3433,731 JAMES St,1
3434,731 LIVINGSTON Ave,1
3435,731 S CROUSE Ave,2
3436,732 BUTTERNUT St,1
3437,732 CRAWFORD Ave,1
3438,732 W ONONDAGA St,10
3439,733 MARCELLUS St,1
3440,733 OTISCO St,1
3441,734 N SALINA St,1
3442,734 STINARD Ave,2
3443,735 N ALVORD St,1
3444,735 OSTROM Ave,1
3445,735 W SENECA Tpke,1
3446,736 IRVING Ave,20
3447,736 LIVINGSTON Ave,1
3448,737 COMSTOCK Ave,10
3449,737 LANCASTER Ave,1
3450,737 W GENESEE St,1
3451,739 ALLEN St,1
3452,739 IRVING Ave,2
3453,739 N ALVORD St,1
3454,740 PARK Ave,2
3455,741 N SALINA St,1
3456,742 TEALL Ave,1
3457,743 SOUTH Ave,2
3458,744 N ALVORD St,1
3459,745 S GEDDES St,2
3460,746 S CROUSE Ave,1
3461,747 COMSTOCK Ave,12
3462,748 WESTCOTT St,1
3463,749 S WARREN St,9
3464,749 WESTMORELAND Ave,3
3465,750 E ADAMS St,47
3466,750 E BRIGHTON Ave,25
3467,750 JAMES St,1
3468,7500 NB I 81,1
3469,751 COMSTOCK Ave,1
3470,753 EMERSON Ave,1
3471,753 JAMES St,63
3472,758 ERIE Blvd W,2
3473,759 N SALINA St,1
3474,762 BUTTERNUT St,1
3475,763 BUTTERNUT St,2
3476,765 IRVING Ave,1
3477,766 BUTTERNUT St,1
3478,766 IRVING Ave,8
3479,767 EUCLID Ave,1
3480,770 JAMES St,29
3481,788 IRVING Ave,3
3482,790 BUTTERNUT St,3
3483,800 BLK Park St,1
3484,800 BUTTERNUT St,1
3485,800 COURT St,1
3486,800 ERIE Blvd W,1
3487,800 HIAWATHA Blvd W,1
3488,800 IRVING Ave,10
3489,800 N CLINTON St,4
3490,800 POND St,14
3491,800 S STATE St,4
3492,800 TEALL Ave,3
3493,800BLK KIRKPATRICK St,1
3494,801 DARLINGTON Rd,1
3495,801 HIAWATHA Blvd E,2
3496,801 MILTON Ave,1
3497,801 UNIVERSITY Ave,18
3498,801 W COLVIN St,1
3499,801 WALNUT Ave,1
3500,802 COURT St,2
3501,802 POND St,1
3502,803 COURT St,1
3503,803 W COLVIN St,1
3504,804 KIRKPATRICK St,1
3505,804 UNIVERSITY Ave,1
3506,805 BALLANTYNE Rd,1
3507,805 E GENESEE St,1
3508,805 N MCBRIDE St,1
3509,806 HIGHLAND St,2
3510,806 SOUTH Ave,1
3511,807 DANFORTH St,1
3512,807 N GEDDES St,3
3513,808 BELLEVUE Ave,1
3514,808 VALLEY Dr,1
3515,809 BUTTERNUT St,1
3516,809 CRAWFORD Ave,1
3517,809 EMERSON Ave,1
3518,809 N TOWNSEND St,1
3519,809 WALNUT Ave,4
3520,810 BURNET Ave,1
3521,810 E DIVISION St,2
3522,810 WILLIS Ave,3
3523,8101 SB I 81,1
3524,811 AVERY Ave,1
3525,812 KIRKPATRICK St,1
3526,812 N SALINA St,2
3527,813 AVERY Ave,1
3528,813 HAWLEY Ave,1
3529,813 HIGHLAND St,1
3530,813 PARK St,1
3531,813 VALLEY Dr,1
3532,814 OAK St,1
3533,814 W BELDEN Ave,4
3534,815 DANFORTH St,1
3535,815 ERIE Blvd E,1
3536,815 PARK St,1
3537,815 TALLMAN St,1
3538,816 DANFORTH St,1
3539,817 E GENESEE St,1
3540,818 HAZELWOOD Ave,2
